"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"ENR","ENCOUNTER RESOURCES LIMITED","2006-03-24","Materials",42770272
"ENT","ENTERPRISE METALS LIMITED","2007-06-20","Materials",9025056
"ENV","ENOVA MINING LIMITED","2007-04-13","Materials",6434518
"ENX","ENEGEX LIMITED","2013-10-08","Materials",8154843
"EOF","ECOFIBRE LIMITED","2019-03-29","Pharmaceuticals, Biotechnology & Life Sciences",130867709
"EOL","ENERGY ONE LIMITED","2007-01-15","Software & Services",164659731
"EOS","ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED","2000-10-23","Capital Goods",301828458
"EP1","E&P FINANCIAL GROUP LIMITED","2018-05-14","Diversified Financials",139042853
"EPM","ECLIPSE METALS LIMITED.","2011-02-17","Energy",51870413
"EPN","EPSILON HEALTHCARE LIMITED","2017-05-04","Pharmaceuticals, Biotechnology & Life Sciences",6008850
"EPX","EP&T GLOBAL LIMITED","2021-05-12","Software & Services",24079950
"EPY","EARLYPAY LTD","2010-02-23","Diversified Financials",134937496
"EQE","EQUUS MINING LIMITED","1995-12-12","Materials",26981928
"EQN","EQUINOX RESOURCES LIMITED.","2021-10-13","Materials",14325000
"EQR","EQ RESOURCES LIMITED","2006-06-06","Materials",72586095
"EQS","EQUITY STORY GROUP LTD","2022-05-03","Diversified Financials",13909150
"EQT","EQT HOLDINGS LIMITED","1985-08-06","Diversified Financials",574179566
"EQX","EQUATORIAL RESOURCES LIMITED","1987-05-14","Materials",24559344
"ERA","ENERGY RESOURCES OF AUSTRALIA LIMITED","1980-11-19","Energy",1088958043
"ERD","EROAD LIMITED","2020-09-18","Technology Hardware & Equipment",307845216
"ERF","ELANOR RETAIL PROPERTY FUND","2016-11-09","Real Estate",134098361
"ERG","ENECO REFRESH LTD","2006-03-29","Food, Beverage & Tobacco",9804900
"ERL","EMPIRE RESOURCES LIMITED","2007-02-01","Materials",9347149
"ERM","EMMERSON RESOURCES LIMITED","2007-12-17","Materials",51565691
"ERW","ERRAWARRA RESOURCES LTD","2020-12-14","Materials",8643715
"ESH","ESPORTS MOGUL LIMITED","2011-10-19","Media & Entertainment",11276979
"ESK","ETHERSTACK PLC","2012-09-07","Software & Services",45751826
"ESR","ESTRELLA RESOURCES LIMITED","2012-05-09","Materials",22812949
"ESS","ESSENTIAL METALS LIMITED","2003-12-04","Materials",124135432
"EUR","EUROPEAN LITHIUM LIMITED","2010-12-02","Materials",113398918
"EV1","EVOLUTION ENERGY MINERALS LIMITED","2021-11-16","Materials",76890625
"EVE","EVE HEALTH GROUP LIMITED.","2004-04-08","Diversified Financials",6464713
"EVN","EVOLUTION MINING LIMITED","2002-08-20","Materials",6562167505
"EVO","EVOLVE EDUCATION GROUP LIMITED","2014-12-05","Consumer Services",113280134
"EVR","EV RESOURCES LTD","1994-12-07","Materials",39817315
"EVS","ENVIROSUITE LIMITED","2008-02-11","Software & Services",181969568
"EVT","EVENT HOSPITALITY AND ENTERTAINMENT LTD","1962-06-30","Media & Entertainment",2259961204
"EVZ","EVZ LIMITED","1985-04-26","Capital Goods",21626265
"EWC","ENERGY WORLD CORPORATION LTD","1988-12-08","Utilities",200826371
"EX1","EXOPHARM LIMITED","2018-12-18","Pharmaceuticals, Biotechnology & Life Sciences",25153845
"EXL","ELIXINOL WELLNESS LIMITED","2018-01-08","Household & Personal Products",12650623
"EXP","EXPERIENCE CO LIMITED","2015-03-27","Consumer Services",221920460
"EXR","ELIXIR ENERGY LIMITED","2004-07-19","Energy",138218673
"EYE","NOVA EYE MEDICAL LIMITED","1987-10-12","Health Care Equipment & Services",31294065
"EZL","EUROZ HARTLEYS GROUP LIMITED","1971-08-02","Diversified Financials",327513141
"EZZ","EZZ LIFE SCIENCE HOLDINGS LIMITED","2021-03-03","Retailing",16035000
"FAL","FALCON METALS LTD","2021-12-22","Materials",52215000
"FAR","FAR LIMITED","1986-01-23","Energy",72847059
"FAU","FIRST AU LIMITED","1970-01-01","Materials",10645842
"FBR","FBR LTD","2001-02-08","Capital Goods",68006577
"FBU","FLETCHER BUILDING LIMITED","2001-04-26","Materials",4189673417
"FCL","FINEOS CORPORATION HOLDINGS PLC","2019-08-16","Software & Services",584474160
"FCT","FIRSTWAVE CLOUD TECHNOLOGY LIMITED","2011-05-11","Software & Services",93091820
"FDR","FINDER ENERGY HOLDINGS LIMITED","2022-04-08","Energy",30712500
"FDV","FRONTIER DIGITAL VENTURES LIMITED","2016-08-26","Media & Entertainment",381139642
"FE8","FASTER ENTERPRISES LTD","2016-11-21","Real Estate","N/A"
"FEG","FAR EAST GOLD LTD","2022-03-28","Materials",76615331
"FEX","FENIX RESOURCES LTD","2008-08-04","Materials",144539898
"FFC","FARMAFORCE LIMITED","2015-10-27","Health Care Equipment & Services","N/A"
"FFF","FORBIDDEN FOODS LIMITED","2020-08-31","Food, Beverage & Tobacco",10857326
"FFG","FATFISH GROUP LIMITED","1995-11-23","Diversified Financials",34192286
"FFI","FFI HOLDINGS LIMITED","1987-01-15","Food, Beverage & Tobacco",69619574
"FFT","FUTURE FIRST TECHNOLOGIES LTD","2013-12-02","Commercial & Professional Services",25622301
"FFX","FIREFINCH LIMITED","2006-12-06","Materials",1051306467
"FG1","FLYNN GOLD LIMITED","2021-06-17","Materials",14262487
"FGG","FUTURE GENERATION GLOBAL INVESTMENT COMPANY LIMITED","2015-09-10","Not Applic",499887596
"FGL","FRUGL GROUP LIMITED","2004-08-10","Software & Services",3627900
"FGR","FIRST GRAPHENE LIMITED","1994-08-08","Materials",67204053
"FGX","FUTURE GENERATION INVESTMENT COMPANY LIMITED","1997-03-06","Not Applic",512911739
"FHE","FRONTIER ENERGY LIMITED","2009-12-18","Materials",67674542
"FHS","FREEHILL MINING LIMITED.","2017-01-16","Materials",38694906
"FID","FIDUCIAN GROUP LIMITED","2015-02-09","Diversified Financials",238600382
"FIJ","FIJI KAVA LIMITED","2018-12-20","Household & Personal Products",9117133
"FIN","FIN RESOURCES LIMITED","1989-11-02","Materials",12240906
"FLC","FLUENCE CORPORATION LIMITED","2007-12-18","Capital Goods",131219347
"FLN","FREELANCER LIMITED","2013-11-15","Commercial & Professional Services",162905989
"FLT","FLIGHT CENTRE TRAVEL GROUP LIMITED","1995-12-01","Consumer Services",4051254014
"FLX","FELIX GROUP HOLDINGS LTD","2021-01-12","Software & Services",36543565
"FME","FUTURE METALS NL","2007-08-16","Energy",55766589
"FMG","FORTESCUE METALS GROUP LTD","1987-03-19","Materials",58839019583
"FML","FOCUS MINERALS LTD","2000-09-13","Materials",55878936
"FMS","FLINDERS MINES LIMITED","2002-02-20","Materials",84424289
"FNT","FRONTIER RESOURCES LIMITED","2003-04-09","Materials",23459116
"FNX","FINEXIA FINANCIAL GROUP LIMITED","2006-12-21","Diversified Financials",10536962
"FOD","THE FOOD REVOLUTION GROUP LIMITED","2012-06-29","Food, Beverage & Tobacco",26509327
"FOR","FORAGER AUSTRALIAN SHARES FUND","2016-12-16","Not Applic",152937345
"FOS","FOS CAPITAL LTD","2021-06-07","Capital Goods",11113473
"FPC","FAT PROPHETS GLOBAL CONTRARIAN FUND LTD","2017-03-22","Not Applic",45133885
"FPH","FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED","2001-11-21","Health Care Equipment & Services",11080789031
"FPP","FAT PROPHETS GLOBAL PROPERTY FUND","2017-10-10","Not Applic",21411634
"FRB","FIREBIRD METALS LIMITED","2021-03-18","Materials",13916625
"FRE","FIREBRICK PHARMA LIMITED","2022-01-28","Pharmaceuticals, Biotechnology & Life Sciences",63316577
"FRI","FINBAR GROUP LIMITED","1994-08-05","Real Estate",204092357
"FRM","FARM PRIDE FOODS LIMITED","1997-12-19","Food, Beverage & Tobacco",8828828
"FRS","FORRESTANIA RESOURCES LIMITED","2021-09-30","Materials",14548909
"FRX","FLEXIROAM LIMITED","2015-06-16","Telecommunication Services",19842744
"FSA","FSA GROUP LIMITED","2001-01-11","Diversified Financials",148663370
"FSF","FONTERRA SHAREHOLDERS' FUND","2012-11-30","Food, Beverage & Tobacco",268543308
"FSG","FIELD SOLUTIONS HOLDINGS LIMITED","2005-04-26","Telecommunication Services",99286409
"FSI","FLAGSHIP INVESTMENTS LIMITED","2000-12-20","Not Applic",49387372
"FTC","FINTECH CHAIN LIMITED","2012-11-27","Software & Services",22776936
"FTL","FIRETAIL RESOURCES LIMITED","2022-04-13","Materials",25795000
"FTZ","FERTOZ LIMITED","2013-09-02","Materials",43444836
"FWD","FLEETWOOD LIMITED","1987-04-15","Consumer Durables & Apparel",162963824
"FXG","FELIX GOLD LIMITED","2022-01-31","Materials",23176140
"FYI","FYI RESOURCES LIMITED","1994-01-20","Materials",78661532
"FZO","FAMILY ZONE CYBER SAFETY LIMITED","2016-08-29","Software & Services",233883294
"FZR","FITZROY RIVER CORPORATION LTD","1998-03-04","Energy",16732909
"G1A","GALENA MINING LIMITED","2017-09-07","Materials",95281071
"G50","GOLD 50 LIMITED","2021-08-06","Materials",19100000
"G6M","GROUP 6 METALS LIMITED","1967-09-21","Materials",132458490
"G79","GOLDOZ LIMITED","2002-05-10","Materials","N/A"
"G88","GOLDEN MILE RESOURCES LTD","2017-06-19","Materials",10036631
"GAL","GALILEO MINING LTD","2018-05-29","Materials",33681841
"GAP","GALE PACIFIC LIMITED","2000-12-14","Consumer Durables & Apparel",88445773
"GAS","STATE GAS LIMITED","2017-10-10","Energy",52955561
"GBE","GLOBE METALS & MINING LIMITED","2005-12-09","Materials",37739712
"GBR","GREAT BOULDER RESOURCES LIMITED","2016-11-18","Materials",39234112
"GBZ","GBM RESOURCES LIMITED","2007-10-24","Materials",50238791
"GC1","GLENNON SMALL COMPANIES LIMITED","2015-08-21","Not Applic",35913347
"GCI","GRYPHON CAPITAL INCOME TRUST","2018-05-25","Not Applic",498481942
"GCR","GOLDEN CROSS RESOURCES LTD","1996-03-27","Materials",12069817
"GCX","GCX METALS LIMITED","2012-12-20","Energy","N/A"
"GCY","GASCOYNE RESOURCES LIMITED","2009-12-11","Materials",106481013
"GDA","GOOD DRINKS AUSTRALIA LTD","2006-12-13","Food, Beverage & Tobacco",94970361
"GDC","GLOBAL DATA CENTRE GROUP","2019-10-31","Not Applic",122477388
"GDF","GARDA PROPERTY GROUP","2015-07-02","Real Estate",364230978
"GDG","GENERATION DEVELOPMENT GROUP LIMITED","2007-12-11","Insurance",287432106
"GDI","GDI PROPERTY GROUP","2013-12-17","Real Estate",544640695
"GED","GOLDEN DEEPS LIMITED.","1986-12-04","Materials",16172231
"GEM","G8 EDUCATION LIMITED","2007-12-05","Consumer Services",936366298
"GEN","GENMIN LIMITED","2021-03-10","Materials",77084678
"GES","GENESIS RESOURCES LIMITED","2009-10-27","Materials",8611254
"GEV","GLOBAL ENERGY VENTURES LIMITED","2005-03-21","Energy",39202593
"GFL","GLOBAL MASTERS FUND LIMITED","2006-05-16","Not Applic",26057276
"GFN","GEFEN INTERNATIONAL A.I. LTD","2021-07-21","Retailing",23061573
"GGE","GRAND GULF ENERGY LIMITED","1998-03-20","Energy",47944931
"GGG","GREENLAND MINERALS LIMITED","2006-06-20","Materials",94085414
"GGX","GAS2GRID LIMITED","2005-05-13","Energy",10222755
"GIB","GIBB RIVER DIAMONDS LIMITED","2008-07-01","Materials",11421510
"GL1","GLOBAL LITHIUM RESOURCES LIMITED","2021-05-06","Materials",331071208
"GLA","GLADIATOR RESOURCES LIMITED","2006-06-27","Materials",11756908
"GLB","GLOBE INTERNATIONAL LIMITED","2001-05-24","Consumer Durables & Apparel",216441130
"GLE","GLG CORP LTD","2005-12-14","Consumer Durables & Apparel",22230000
"GLH","GLOBAL HEALTH LIMITED","2000-04-04","Health Care Equipment & Services",14162442
"GLL","GALILEE ENERGY LIMITED","1996-02-15","Energy",113410062
"GLN","GALAN LITHIUM LIMITED","2011-06-08","Materials",448989059
"GLV","GLOBAL OIL & GAS LIMITED","2005-05-25","Energy",52453724
"GMA","GENWORTH MORTGAGE INSURANCE AUSTRALIA LIMITED","2014-05-20","Banks",1171453416
"GMD","GENESIS MINERALS LIMITED","2007-08-02","Materials",319047671
"GME","GME RESOURCES LIMITED","1980-08-21","Materials",65338984
"GMG","GOODMAN GROUP","2005-02-02","Real Estate",35907238545
"GML","GATEWAY MINING LIMITED","1971-08-02","Materials",22601064
"GMN","GOLD MOUNTAIN LIMITED","2011-09-02","Materials",7158895
"GMR","GOLDEN RIM RESOURCES LTD","1987-08-13","Materials",20634808
"GNC","GRAINCORP LIMITED","1998-03-30","Food & Staples Retailing",2416715432
"GNE","GENESIS ENERGY LIMITED","2014-04-17","Utilities",2519895811
"GNG","GR ENGINEERING SERVICES LIMITED","2011-04-19","Materials",301503748
"GNM","GREAT NORTHERN MINERALS LIMITED","2008-03-05","Materials",8545255
"GNP","GENUSPLUS GROUP LTD","2020-12-14","Capital Goods",211219142
"GNX","GENEX POWER LIMITED","2015-07-08","Utilities",193924800
"GO2","THE GO2 PEOPLE LTD","2017-10-31","Commercial & Professional Services",8539403
"GOR","GOLD ROAD RESOURCES LIMITED","2006-07-04","Materials",1166499202
"GOW","GOWING BROS LIMITED","1962-07-31","Diversified Financials",157762746
"GOZ","GROWTHPOINT PROPERTIES AUSTRALIA","2007-07-04","Real Estate",2901056305
"GPR","GEOPACIFIC RESOURCES LTD","2006-05-09","Materials","N/A"
"GPS","GPS ALLIANCE HOLDINGS LIMITED","2013-07-02","Real Estate","N/A"
"GPT","GPT GROUP","1971-04-01","Real Estate",8984058147
"GQG","GQG PARTNERS INC.","2021-10-26","Diversified Financials",4192983716
"GRE","GREENTECH METALS LIMITED","2022-01-04","Materials",7962500
"GRL","GODOLPHIN RESOURCES LIMITED","2019-12-18","Materials",10515068
"GRR","GRANGE RESOURCES LIMITED.","1986-03-27","Materials",1411953212
"GRV","GREENVALE MINING LTD","1971-07-28","Energy",79388965
"GRX","GREENX METALS LIMITED","1993-09-06","Materials",48187888
"GSM","GOLDEN STATE MINING LIMITED","2018-11-08","Materials",6332694
"GSN","GREAT SOUTHERN MINING LIMITED","2011-04-14","Materials",22359418
"GSR","GREENSTONE RESOURCES LIMITED","2000-12-12","Materials",0
"GSS","GENETIC SIGNATURES LIMITED","2015-03-31","Pharmaceuticals, Biotechnology & Life Sciences",179116870
"GT1","GREEN TECHNOLOGY METALS LIMITED","2021-11-10","Materials",188901939
"GTE","GREAT WESTERN EXPLORATION LIMITED.","2007-06-05","Materials",10895849
"GTG","GENETIC TECHNOLOGIES LIMITED","1987-07-30","Pharmaceuticals, Biotechnology & Life Sciences",27701895
"GTI","GRATIFII LIMITED","2008-07-17","Software & Services",15299586
"GTK","GENTRACK GROUP LIMITED","2014-06-25","Software & Services",143686058
"GTN","GTN LIMITED","2016-06-01","Media & Entertainment",107639521
"GTR","GTI RESOURCES LIMITED","2007-08-10","Materials",21915814
"GUD","G.U.D. HOLDINGS LIMITED","1962-06-30","Automobiles & Components",1652694784
"GUL","GULLEWA LIMITED","1980-06-19","Materials",13897236
"GVF","GLOBAL VALUE FUND LIMITED","2014-07-21","Not Applic",203115914
"GW1","GREENWING RESOURCES LTD","2005-10-20","Materials",43136572
"GWA","GWA GROUP LIMITED.","1993-05-20","Capital Goods",570190993
"GWR","GWR GROUP LIMITED","2004-12-24","Materials",44970332
"HAL","HALO TECHNOLOGIES HOLDINGS LTD","2022-04-26","Diversified Financials",73818209
"HAR","HARANGA RESOURCES LIMITED.","2022-01-27","Materials",10220448
"HAS","HASTINGS TECHNOLOGY METALS LTD","2008-02-20","Materials",507236315
"HAV","HAVILAH RESOURCES LIMITED","2002-03-21","Materials",55765216
"HAW","HAWTHORN RESOURCES LIMITED","1986-07-03","Materials",41689452
"HCD","HYDROCARBON DYNAMICS LIMITED","2006-04-21","Energy",17611590
"HCH","HOT CHILI LIMITED","2010-05-03","Materials",139732765
"HCT","HOLISTA COLLTECH LIMITED","2004-02-26","Household & Personal Products",9637218
"HCW","HEALTHCO HEALTHCARE AND WELLNESS REIT","2021-09-06","Real Estate",536503461
"HDN","HOMECO DAILY NEEDS REIT","2020-11-23","Real Estate",2634790605
"HE8","HELIOS ENERGY LTD","2010-10-20","Energy",257800895
"HFR","HIGHFIELD RESOURCES LIMITED","2012-02-07","Materials",355319140
"HFY","HUBIFY LIMITED","2017-01-12","Telecommunication Services",26047431
"HGH","HEARTLAND GROUP HOLDINGS LIMITED","2018-11-01","Banks",1286601289
"HGL","HUDSON INVESTMENT GROUP LIMITED","1994-06-09","Real Estate",19588779
"HGO","HILLGROVE RESOURCES LIMITED","1994-07-22","Materials",77503078
"HGV","HYGROVEST LIMITED","2015-01-22","Not Applic",13797239
"HHI","HEALTH HOUSE INTERNATIONAL LIMITED","2011-07-28","Health Care Equipment & Services",4099166
"HHR","HARTSHEAD RESOURCES NL","2012-02-14","Energy",37095443
"HHY","HHY FUND","2005-04-11","Not Applic","N/A"
"HIL","HILLS LIMITED","1962-06-30","Technology Hardware & Equipment",21574654
"HIO","HAWSONS IRON LTD","2007-11-14","Materials",371827534
"HIQ","HITIQ LIMITED","2021-06-16","Health Care Equipment & Services",11652874
"HIT","HITECH GROUP AUSTRALIA LIMITED","2000-04-17","Commercial & Professional Services",81689500
"HLA","HEALTHIA LIMITED","2018-09-11","Health Care Equipment & Services",217496523
"HLF","HALO FOOD CO. LIMITED",,,22843875
"HLO","HELLOWORLD TRAVEL LIMITED","2000-09-13","Consumer Services",378267942
"HLS","HEALIUS LIMITED","1998-07-03","Health Care Equipment & Services",2431233874
"HLX","HELIX RESOURCES LIMITED","1986-05-22","Materials",17579090
"HM1","HEARTS AND MINDS INVESTMENTS LIMITED","2018-11-14","Not Applic",535449495
"HMC","HOME CONSORTIUM LIMITED","2019-10-14","Real Estate",1716810028
"HMD","HERAMED LIMITED","2018-12-12","Health Care Equipment & Services",30723734
"HMG","HAMELIN GOLD LIMITED","2021-11-05","Materials",15950000
"HMI","HIREMII LIMITED","2021-05-11","Commercial & Professional Services",5159641
"HMX","HAMMER METALS LIMITED","2003-02-25","Materials",66829559
"HMY","HARMONEY CORP LIMITED","2020-11-19","Diversified Financials",120212567
"HNG","HANCOCK & GORE LTD","1971-08-24","Capital Goods",62821451
"HNR","HANNANS LTD","2003-12-05","Materials",70369330
"HOR","HORSESHOE METALS LIMITED","2010-07-29","Materials",18546758
"HPC","THE HYDRATION PHARMACEUTICALS COMPANY LIMITED","2021-12-14","Household & Personal Products",46229142
"HPG","HIPAGES GROUP HOLDINGS LTD","2020-11-12","Media & Entertainment",161559347
"HPI","HOTEL PROPERTY INVESTMENTS","2013-12-10","Real Estate",667585105
"HPP","HEALTH AND PLANT PROTEIN GROUP LIMITED","1989-12-14","Food, Beverage & Tobacco",19037214
"HPR","HIGH PEAK ROYALTIES LIMITED","2007-03-30","Energy",12119471
"HRL","HRL HOLDINGS LTD","2007-11-14","Commercial & Professional Services",42022411
"HRN","HORIZON GOLD LIMITED","2016-12-21","Materials",37342206
"HRR","HERON RESOURCES LIMITED","1996-08-07","Materials","N/A"
"HRZ","HORIZON MINERALS LIMITED","1992-02-06","Materials",59637396
"HSC","HSC TECHNOLOGY GROUP LTD","2006-06-02","Software & Services",24272872
"HSN","HANSEN TECHNOLOGIES LIMITED","2000-06-01","Software & Services",1032145333
"HT1","HT&E LIMITED","1992-05-07","Media & Entertainment",488410972
"HT8","HARRIS TECHNOLOGY GROUP LIMITED","1999-06-24","Retailing",11335228
"HTA","HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED","1999-08-17","Telecommunication Services",1058655669
"HTG","HARVEST TECHNOLOGY GROUP LTD","2016-05-12","Technology Hardware & Equipment",82449716
"HUB","HUB24 LIMITED","2007-07-05","Diversified Financials",2025471903
"HUM","HUMM GROUP LIMITED","2006-12-12","Diversified Financials",354116847
"HVM","HAPPY VALLEY NUTRITION LIMITED","2020-01-23","Food, Beverage & Tobacco",12751773
"HVN","HARVEY NORMAN HOLDINGS LIMITED","1987-09-03","Retailing",5719170542
"HVY","HEAVY MINERALS LIMITED","2021-09-14","Materials",12660288
"HXG","HEXAGON ENERGY MATERIALS LIMITED","2008-10-30","Materials",13848729
"HXL","HEXIMA LIMITED.","2020-12-01","Pharmaceuticals, Biotechnology & Life Sciences",55958276
"HYD","HYDRIX LIMITED","2001-05-11","Technology Hardware & Equipment",17787245
"HZN","HORIZON OIL LIMITED","1981-06-30","Energy",197367870
"HZR","HAZER GROUP LIMITED","2015-12-02","Materials",127874297
"IAG","INSURANCE AUSTRALIA GROUP LIMITED","2000-08-08","Insurance",11536668964
"IAM","INCOME ASSET MANAGEMENT GROUP LIMITED.","1987-01-14","Diversified Financials",45576435
"IAP","IRONGATE GROUP","2019-05-28","Real Estate",1299240003
"IBC","IRONBARK CAPITAL LIMITED","1987-04-02","Not Applic",56178741
"IBG","IRONBARK ZINC LTD","2006-08-16","Materials",49669892
"IBX","IMAGION BIOSYSTEMS LIMITED","2017-06-22","Health Care Equipment & Services",48212397
"ICE","ICETANA LIMITED","2019-12-23","Software & Services",5636073
"ICG","INCA MINERALS LIMITED","2008-06-19","Materials",42377274
"ICI","ICANDY INTERACTIVE LIMITED","2016-02-04","Media & Entertainment",111475311
"ICL","ICENI GOLD LIMITED","2021-04-12","Materials",29200000
"ICN","ICON ENERGY LIMITED","1997-09-22","Energy",15850065
"ICR","INTELICARE HOLDINGS LIMITED","2020-05-25","Health Care Equipment & Services",10017842
"ICS","ICSGLOBAL LIMITED","1999-12-23","Health Care Equipment & Services","N/A"
"ICT","ICOLLEGE LIMITED","2009-08-24","Consumer Services",129930327
"ID8","IDENTITII LIMITED","2018-10-17","Software & Services",12225647
"IDA","INDIANA RESOURCES LIMITED","1986-07-17","Materials",25937038
"IDT","IDT AUSTRALIA LIMITED","1991-02-18","Pharmaceuticals, Biotechnology & Life Sciences",33743052
"IDX","INTEGRAL DIAGNOSTICS LIMITED","2015-10-21","Health Care Equipment & Services",831526993
"IEC","INTRA ENERGY CORPORATION LIMITED","2007-07-04","Energy",7029367
"IEL","IDP EDUCATION LIMITED","2015-11-26","Consumer Services",7103140105
"IEQ","INTERNATIONAL EQUITIES CORPORATION LIMITED.","1993-03-11","Real Estate",4487825
"IFL","INSIGNIA FINANCIAL LTD","2003-12-05","Diversified Financials",2151201311
"IFM","INFOMEDIA LTD","2000-08-16","Software & Services",460308868
"IFT","INFRATIL LIMITED.","2010-08-30","Utilities",5366290375
"IG6","INTERNATIONAL GRAPHITE LIMITED","2022-04-07","Capital Goods",51199082
"IGL","IVE GROUP LIMITED","2015-12-16","Media & Entertainment",264056464
"IGN","IGNITE LIMITED","1997-01-16","Commercial & Professional Services",14333148
"IGO","IGO LIMITED","2002-01-17","Materials",8587416999
"IHL","INCANNEX HEALTHCARE LIMITED","2007-05-23","Pharmaceuticals, Biotechnology & Life Sciences",473230859
"IHR","INTELLIHR LIMITED","2018-01-23","Software & Services",33914091
"IIQ","INOVIQ LTD","1991-04-18","Health Care Equipment & Services",51990567
"IKE","IKEGPS GROUP LIMITED","2016-11-21","Technology Hardware & Equipment",102854081
"IKW","IKWEZI MINING LIMITED","2011-07-19","Energy",67072457
"ILA","ISLAND PHARMACEUTICALS LIMITED","2021-04-13","Pharmaceuticals, Biotechnology & Life Sciences",14221982
"ILU","ILUKA RESOURCES LIMITED","1962-06-30","Materials",4314484666
"IMA","IMAGE RESOURCES NL","2002-07-04","Materials",214402644
"IMB","INTELLIGENT MONITORING GROUP LIMITED","1994-03-03","Commercial & Professional Services",12635836
"IMC","IMMURON LIMITED","1999-04-30","Pharmaceuticals, Biotechnology & Life Sciences",22324238
"IMD","IMDEX LIMITED","1987-09-24","Materials",911840520
"IME","IMEXHS LIMITED","2005-12-14","Health Care Equipment & Services",24809971
"IMI","INFINITY MINING LIMITED","2021-12-22","Materials",19586236
"IMM","IMMUTEP LIMITED","1988-06-23","Pharmaceuticals, Biotechnology & Life Sciences",294521537
"IMR","IMRICOR MEDICAL SYSTEMS INC.","2019-08-30","Health Care Equipment & Services",55884635
"IMS","IMPELUS LIMITED","2000-05-11","Media & Entertainment","N/A"
"IMU","IMUGENE LIMITED","1993-11-24","Pharmaceuticals, Biotechnology & Life Sciences",965051625
"INA","INGENIA COMMUNITIES GROUP","2004-07-01","Real Estate",1597726395
"IND","INDUSTRIAL MINERALS LTD","2021-07-13","Materials",15447250
"INF","INFINITY LITHIUM CORPORATION LIMITED","2011-04-15","Materials",60150269
"ING","INGHAMS GROUP LIMITED","2016-11-07","Food, Beverage & Tobacco",1055570067
"INL","INNLANZ LIMITED","2019-02-22","Retailing",17856026
"INP","INCENTIAPAY LIMITED","2014-09-09","Retailing",18975954
"INR","IONEER LTD","2007-12-19","Materials",1066307704
"INV","INVESTSMART GROUP LIMITED","2005-04-21","Diversified Financials",41078023
"IOD","IODM LIMITED","2003-11-18","Software & Services",162815104
"IOU","IOUPAY LIMITED","2000-10-12","Media & Entertainment",46870026
"IPB","IPB PETROLEUM LIMITED","2013-04-30","Energy",4042258
"IPC","IMPERIAL PACIFIC LIMITED","1971-07-28","Diversified Financials",7120291
"IPD","IMPEDIMED LIMITED","2007-10-24","Health Care Equipment & Services",186677372
"IPG","IPD GROUP LTD","2021-12-17","Capital Goods",142371507
"IPH","IPH LIMITED","2014-11-19","Commercial & Professional Services",1687096279
"IPL","INCITEC PIVOT LIMITED","2003-07-28","Materials",7302766109
"IPT","IMPACT MINERALS LIMITED","2006-11-29","Materials",21904616
"IPX","IPERIONX LIMITED","2018-04-16","Materials",133274066
"IQ3","IQ3CORP LIMITED","2015-05-18","Diversified Financials","N/A"
"IR1","IRIS METALS LIMITED","2021-09-23","Materials","N/A"
"IRD","IRON ROAD LIMITED","2008-06-12","Materials",143625633
"IRE","IRESS LIMITED","2000-11-03","Software & Services",2115746226
"IRI","INTEGRATED RESEARCH LIMITED","2000-12-13","Software & Services",125054563
"IRX","INHALERX LIMITED","2017-01-11","Health Care Equipment & Services",15835894
"IS3","I SYNERGY GROUP LIMITED","2017-03-30","Software & Services",20134607
"ISU","ISELECT LIMITED.","2013-06-24","Consumer Services",38413880
"ISX","ISIGNTHIS LTD","1998-12-07","Software & Services","N/A"
"ITM","ITECH MINERALS LTD","2021-10-21","Materials",44198334
"IVC","INVOCARE LIMITED","2003-12-04","Consumer Services",1751778513
"IVO","INVIGOR GROUP LIMITED","1999-12-03","Media & Entertainment",4595996
"IVR","INVESTIGATOR RESOURCES LTD","2007-04-03","Materials",69280310
"IVT","INVENTIS LIMITED","1999-04-14","Commercial & Professional Services",7531586
"IVX","INVION LIMITED","2010-02-15","Pharmaceuticals, Biotechnology & Life Sciences",76998164
"IVZ","INVICTUS ENERGY LTD","2012-01-19","Energy",143946306
"IXC","INVEX THERAPEUTICS LTD","2019-07-05","Pharmaceuticals, Biotechnology & Life Sciences",41334616
"IXR","IONIC RARE EARTHS LIMITED","1999-12-10","Materials",228288990
"IXU","IXUP LIMITED","2017-11-15","Software & Services",74872311
"JAL","JAMESON RESOURCES LIMITED","2007-12-18","Materials",27856265
"JAN","JANISON EDUCATION GROUP LIMITED","2000-09-12","Software & Services",151962029
"JAT","JATCORP LIMITED","2008-01-30","Retailing",29975422
"JAV","JAVELIN MINERALS LIMITED","2012-10-09","Materials",14001229
"JAY","JAYRIDE GROUP LIMITED","2018-01-29","Retailing",29103403
"JBH","JB HI-FI LIMITED","2003-10-23","Retailing",5265524525
"JCS","JCURVE SOLUTIONS LTD","2000-12-08","Software & Services",19700606
"JDO","JUDO CAPITAL HOLDINGS LIMITED","2021-11-01","Banks",1746721398
"JGH","JADE GAS HOLDINGS LIMITED","1995-02-13","Materials",68054519
"JHG","JANUS HENDERSON GROUP PLC","2008-10-27","Diversified Financials",7543178978
